,frame_id,id,x1,y1,w,h,cls,last_move_pixel,exist_time
84,11,5,833.0,276.0,99.0,71.0,car,1.4142135623730951,9.0
85,11,7,364.0,380.0,203.0,241.0,car,0.5,9.0
86,11,2,681.0,356.0,115.0,88.0,car,2.5,9.0
87,11,1,1788.0,458.0,131.0,98.0,car,0.0,9.0
88,11,8,363.0,381.0,205.0,242.0,car,1.5811388300841898,9.0
89,11,9,922.0,58.0,55.0,73.0,car,0.0,9.0
90,11,4,1617.0,344.0,93.0,95.0,car,0.0,9.0
91,11,10,1861.0,850.0,48.0,153.0,car,9.219544457292887,3.0
92,11,3,1687.0,406.0,115.0,96.0,car,0.0,9.0
93,11,6,172.0,462.0,116.0,103.0,car,0.5,9.0
94,12,1,1788.0,458.0,131.0,98.0,car,0.0,10.0
95,12,9,922.0,58.0,55.0,73.0,car,0.0,10.0
96,12,4,1617.0,344.0,93.0,94.0,car,0.5,10.0
97,12,2,680.0,358.0,116.0,89.0,car,2.5495097567963922,10.0
98,12,7,363.0,381.0,205.0,244.0,car,2.5,10.0
99,12,6,173.0,462.0,115.0,103.0,car,0.5,10.0
100,12,5,833.0,277.0,100.0,72.0,car,1.5811388300841898,10.0
101,12,3,1686.0,406.0,116.0,96.0,car,0.5,10.0
102,12,10,1850.0,827.0,58.0,178.0,car,12.093386622447824,4.0
103,12,8,362.0,381.0,206.0,244.0,car,1.118033988749895,10.0
104,13,6,174.0,461.0,114.0,104.0,car,0.7071067811865476,11.0
105,13,1,1788.0,458.0,131.0,98.0,car,0.0,11.0
106,13,8,362.0,382.0,207.0,244.0,car,1.118033988749895,11.0
107,13,9,922.0,57.0,54.0,73.0,car,1.118033988749895,11.0
108,13,5,833.0,279.0,100.0,71.0,car,1.5,11.0
109,13,4,1617.0,344.0,93.0,94.0,car,0.0,11.0
110,13,10,1842.0,817.0,62.0,183.0,car,9.604686356149273,5.0
111,13,2,680.0,361.0,115.0,87.0,car,2.0615528128088303,11.0
112,13,3,1686.0,406.0,116.0,96.0,car,0.0,11.0
113,13,7,362.0,381.0,207.0,246.0,car,1.0,11.0
114,14,4,1617.0,344.0,93.0,93.0,car,0.5,12.0
115,14,6,174.0,462.0,114.0,102.0,car,0.0,12.0
116,14,9,922.0,57.0,54.0,72.0,car,0.5,12.0
117,14,5,833.0,280.0,100.0,71.0,car,1.0,12.0
118,14,8,362.0,382.0,207.0,245.0,car,0.5,12.0
119,14,1,1788.0,458.0,131.0,98.0,car,0.0,12.0
120,14,2,680.0,362.0,115.0,87.0,car,1.0,12.0
121,14,3,1686.0,406.0,116.0,96.0,car,0.0,12.0
122,14,10,1838.0,814.0,65.0,184.0,car,3.5355339059327378,6.0
123,14,7,362.0,382.0,207.0,246.0,car,1.0,12.0
124,15,4,1617.0,344.0,93.0,93.0,car,0.0,13.0
125,15,1,1787.0,457.0,132.0,100.0,car,0.5,13.0
126,15,9,922.0,57.0,54.0,72.0,car,0.0,13.0
127,15,2,680.0,363.0,115.0,87.0,car,1.0,13.0
128,15,8,363.0,382.0,207.0,246.0,car,1.118033988749895,13.0
129,15,3,1686.0,406.0,116.0,96.0,car,0.0,13.0
130,15,10,1831.0,799.0,70.0,191.0,car,12.349089035228468,7.0
131,15,6,173.0,462.0,115.0,102.0,car,0.5,13.0
132,15,5,835.0,282.0,98.0,70.0,car,1.8027756377319946,13.0
133,15,7,362.0,382.0,207.0,247.0,car,0.5,13.0
134,16,8,363.0,382.0,207.0,246.0,car,0.0,14.0
135,16,9,922.0,56.0,54.0,72.0,car,1.0,14.0
136,16,3,1686.0,406.0,116.0,96.0,car,0.0,14.0
137,16,4,1617.0,344.0,93.0,93.0,car,0.0,14.0
138,16,6,173.0,462.0,115.0,102.0,car,0.0,14.0
139,16,5,834.0,283.0,99.0,70.0,car,1.118033988749895,14.0
140,16,2,680.0,363.0,115.0,87.0,car,0.0,14.0
141,16,10,1827.0,794.0,74.0,194.0,car,4.031128874149275,8.0
142,16,1,1787.0,457.0,132.0,100.0,car,0.0,14.0
143,17,9,922.0,56.0,54.0,72.0,car,0.0,15.0
144,17,3,1686.0,406.0,116.0,96.0,car,0.0,15.0
145,17,4,1616.0,344.0,95.0,93.0,car,0.0,15.0
146,17,5,834.0,283.0,99.0,71.0,car,0.5,15.0
147,17,1,1787.0,457.0,132.0,100.0,car,0.0,15.0
148,17,8,362.0,382.0,208.0,247.0,car,0.7071067811865476,15.0
149,17,6,173.0,462.0,114.0,102.0,car,0.5,15.0
150,17,10,1821.0,784.0,78.0,195.0,car,10.307764064044152,9.0
151,17,2,680.0,364.0,115.0,87.0,car,1.0,15.0
152,18,4,1616.0,344.0,95.0,93.0,car,0.0,16.0
153,18,1,1788.0,456.0,131.0,101.0,car,0.7071067811865476,16.0
154,18,5,834.0,285.0,99.0,70.0,car,1.5,16.0
155,18,6,172.0,462.0,115.0,102.0,car,0.5,16.0
156,18,10,1815.0,780.0,81.0,190.0,car,7.905694150420948,10.0
157,18,2,682.0,367.0,113.0,85.0,car,2.23606797749979,16.0
158,18,3,1686.0,406.0,116.0,96.0,car,0.0,16.0
159,18,8,361.0,382.0,209.0,249.0,car,1.118033988749895,16.0
160,19,1,1788.0,456.0,131.0,101.0,car,0.0,17.0
161,19,5,835.0,288.0,98.0,70.0,car,3.0413812651491097,17.0
162,19,4,1616.0,344.0,95.0,93.0,car,0.0,17.0
163,19,2,680.0,368.0,116.0,86.0,car,1.5811388300841898,17.0
164,19,3,1686.0,406.0,116.0,96.0,car,0.0,17.0
165,19,10,1808.0,778.0,84.0,185.0,car,7.106335201775948,11.0
166,19,6,173.0,462.0,113.0,102.0,car,0.0,17.0
167,19,8,361.0,382.0,209.0,250.0,car,0.5,17.0
168,20,2,678.0,370.0,118.0,88.0,car,3.1622776601683795,18.0
169,20,1,1788.0,456.0,131.0,100.0,car,0.5,18.0
170,20,10,1801.0,775.0,88.0,178.0,car,8.200609733428363,12.0
171,20,5,835.0,289.0,99.0,70.0,car,1.118033988749895,18.0
172,20,6,172.0,462.0,113.0,102.0,car,1.0,18.0
173,20,3,1686.0,406.0,116.0,96.0,car,0.0,18.0
174,20,8,360.0,382.0,208.0,251.0,car,1.5811388300841898,18.0
175,20,4,1616.0,344.0,95.0,93.0,car,0.0,18.0
176,21,11,808.0,356.0,143.0,126.0,car,0.0,0.0
177,21,3,1686.0,406.0,116.0,96.0,car,0.0,19.0
178,21,8,359.0,382.0,209.0,252.0,car,0.7071067811865476,19.0
179,21,4,1616.0,344.0,95.0,93.0,car,0.0,19.0
180,21,2,677.0,371.0,119.0,88.0,car,1.118033988749895,19.0
181,21,1,1788.0,456.0,131.0,100.0,car,0.0,19.0
182,21,10,1797.0,774.0,92.0,175.0,car,3.2015621187164243,13.0
183,21,6,172.0,463.0,113.0,101.0,car,0.5,19.0
184,21,5,835.0,290.0,99.0,70.0,car,1.0,19.0
185,22,8,358.0,383.0,210.0,252.0,car,1.118033988749895,20.0
186,22,4,1616.0,344.0,95.0,93.0,car,0.0,20.0
187,22,1,1787.0,456.0,132.0,100.0,car,0.5,20.0
188,22,11,805.0,356.0,147.0,132.0,car,3.1622776601683795,1.0
189,22,10,1791.0,769.0,96.0,171.0,car,8.06225774829855,14.0
190,22,6,172.0,462.0,114.0,102.0,car,0.7071067811865476,20.0
191,22,2,677.0,372.0,119.0,88.0,car,1.0,20.0
192,22,3,1687.0,406.0,115.0,96.0,car,0.5,20.0
193,22,5,835.0,291.0,99.0,71.0,car,1.5,20.0
194,23,5,835.0,293.0,101.0,72.0,car,2.692582403567252,21.0
195,23,6,172.0,462.0,114.0,102.0,car,0.0,21.0
196,23,8,357.0,383.0,210.0,253.0,car,1.118033988749895,21.0
197,23,4,1616.0,344.0,95.0,93.0,car,0.0,21.0
198,23,3,1687.0,406.0,115.0,96.0,car,0.0,21.0
199,23,10,1783.0,763.0,101.0,168.0,car,9.300537618869138,15.0
200,23,11,805.0,359.0,147.0,131.0,car,2.5,2.0
201,23,1,1787.0,457.0,131.0,99.0,car,0.7071067811865476,21.0
202,23,2,676.0,374.0,121.0,89.0,car,2.5,21.0
203,24,2,675.0,375.0,122.0,90.0,car,1.5811388300841898,22.0
204,24,8,355.0,383.0,210.0,255.0,car,2.23606797749979,22.0
205,24,3,1687.0,406.0,115.0,96.0,car,0.0,22.0
206,24,6,172.0,462.0,114.0,102.0,car,0.0,22.0
207,24,1,1787.0,457.0,131.0,99.0,car,0.0,22.0
208,24,10,1774.0,756.0,108.0,167.0,car,9.300537618869138,16.0
209,24,11,803.0,360.0,150.0,134.0,car,2.5495097567963922,3.0
210,24,5,836.0,295.0,100.0,72.0,car,2.0615528128088303,22.0
211,24,4,1616.0,344.0,95.0,93.0,car,0.0,22.0
212,25,8,354.0,383.0,211.0,256.0,car,0.7071067811865476,23.0
213,25,5,836.0,296.0,100.0,72.0,car,1.0,23.0
214,25,2,674.0,375.0,124.0,91.0,car,0.5,23.0
215,25,10,1769.0,753.0,115.0,167.0,car,3.3541019662496847,17.0
216,25,1,1787.0,457.0,131.0,99.0,car,0.0,23.0
217,25,3,1687.0,406.0,115.0,96.0,car,0.0,23.0
218,25,4,1616.0,344.0,95.0,93.0,car,0.0,23.0
219,25,6,172.0,462.0,113.0,102.0,car,0.5,23.0
220,26,1,1787.0,457.0,131.0,99.0,car,0.0,24.0
221,26,3,1687.0,406.0,115.0,96.0,car,0.0,24.0
222,26,5,836.0,297.0,101.0,72.0,car,1.118033988749895,24.0
223,26,8,353.0,384.0,211.0,256.0,car,1.4142135623730951,24.0
224,26,10,1761.0,747.0,124.0,171.0,car,5.315072906367325,18.0
225,26,2,675.0,377.0,123.0,91.0,car,2.0615528128088303,24.0
226,26,6,171.0,461.0,114.0,104.0,car,0.5,24.0
227,26,4,1615.0,343.0,96.0,94.0,car,0.7071067811865476,24.0
228,27,4,1616.0,343.0,95.0,94.0,car,0.5,25.0
229,27,2,675.0,379.0,124.0,92.0,car,2.5495097567963922,25.0
230,27,1,1787.0,457.0,131.0,98.0,car,0.5,25.0
231,27,6,170.0,461.0,114.0,104.0,car,1.0,25.0
232,27,5,837.0,298.0,101.0,73.0,car,1.8027756377319946,25.0
233,27,3,1687.0,406.0,115.0,96.0,car,0.0,25.0
234,27,8,350.0,384.0,213.0,259.0,car,2.5,25.0
235,27,10,1751.0,731.0,138.0,182.0,car,10.920164833920778,19.0
236,28,4,1616.0,343.0,95.0,94.0,car,0.0,26.0
237,28,6,170.0,461.0,114.0,104.0,car,0.0,26.0
238,28,5,837.0,300.0,101.0,73.0,car,2.0,26.0
239,28,8,350.0,383.0,214.0,261.0,car,0.5,26.0
240,28,10,1742.0,723.0,146.0,184.0,car,8.602325267042627,20.0
241,28,2,675.0,381.0,125.0,92.0,car,2.0615528128088303,26.0
242,28,3,1687.0,406.0,115.0,96.0,car,0.0,26.0
243,28,1,1787.0,457.0,131.0,98.0,car,0.0,26.0
244,29,3,1687.0,406.0,115.0,96.0,car,0.0,27.0
245,29,1,1786.0,457.0,133.0,98.0,car,0.0,27.0
246,29,6,170.0,461.0,113.0,105.0,car,0.7071067811865476,27.0
247,29,2,674.0,383.0,127.0,93.0,car,2.5,27.0
248,29,5,837.0,301.0,102.0,74.0,car,1.5811388300841898,27.0
249,29,10,1736.0,720.0,149.0,178.0,car,7.5,21.0
250,29,4,1616.0,343.0,95.0,94.0,car,0.0,27.0
251,29,8,350.0,385.0,213.0,261.0,car,2.0615528128088303,27.0
252,30,6,170.0,461.0,113.0,105.0,car,0.0,28.0
253,30,2,674.0,384.0,127.0,93.0,car,1.0,28.0
254,30,10,1732.0,719.0,154.0,176.0,car,2.5,22.0
255,30,1,1786.0,457.0,133.0,98.0,car,0.0,28.0
256,30,4,1616.0,343.0,95.0,94.0,car,0.0,28.0
257,30,5,837.0,301.0,102.0,74.0,car,0.0,28.0
258,30,8,350.0,385.0,213.0,261.0,car,0.0,28.0
259,30,3,1687.0,406.0,115.0,96.0,car,0.0,28.0
260,31,3,1687.0,406.0,115.0,96.0,car,0.0,29.0
261,31,1,1786.0,457.0,133.0,98.0,car,0.0,29.0
262,31,10,1727.0,719.0,157.0,171.0,car,4.301162633521313,23.0
263,31,6,171.0,461.0,113.0,105.0,car,1.0,29.0
264,31,8,350.0,386.0,212.0,261.0,car,1.118033988749895,29.0
265,31,9,918.0,48.0,54.0,74.0,car,8.06225774829855,29.0
266,31,2,674.0,385.0,128.0,94.0,car,1.5811388300841898,29.0
267,31,4,1616.0,343.0,95.0,94.0,car,0.0,29.0
268,31,5,839.0,302.0,101.0,74.0,car,1.8027756377319946,29.0
269,32,8,349.0,386.0,213.0,262.0,car,0.7071067811865476,30.0
270,32,6,171.0,461.0,113.0,105.0,car,0.0,30.0
271,32,3,1686.0,406.0,116.0,96.0,car,0.5,30.0
272,32,1,1787.0,457.0,132.0,98.0,car,0.5,30.0
273,32,2,675.0,387.0,128.0,94.0,car,2.23606797749979,30.0
274,32,9,918.0,47.0,54.0,74.0,car,1.0,30.0
275,32,10,1719.0,715.0,163.0,169.0,car,7.0710678118654755,24.0
276,32,4,1616.0,344.0,95.0,93.0,car,0.5,30.0
277,32,5,839.0,304.0,102.0,74.0,car,2.0615528128088303,30.0
278,33,5,840.0,305.0,101.0,75.0,car,1.5811388300841898,31.0
279,33,2,674.0,389.0,130.0,96.0,car,3.0,31.0
280,33,4,1616.0,344.0,95.0,93.0,car,0.0,31.0
281,33,10,1709.0,710.0,169.0,167.0,car,9.219544457292887,25.0
282,33,3,1687.0,406.0,115.0,96.0,car,0.5,31.0
283,33,6,171.0,461.0,114.0,105.0,car,0.5,31.0
284,33,9,918.0,47.0,53.0,73.0,car,0.7071067811865476,31.0
285,33,8,348.0,385.0,213.0,264.0,car,1.0,31.0
286,33,1,1787.0,457.0,132.0,98.0,car,0.0,31.0
287,34,1,1788.0,457.0,131.0,98.0,car,0.5,32.0
288,34,9,918.0,47.0,53.0,73.0,car,0.0,32.0
289,34,3,1687.0,406.0,115.0,96.0,car,0.0,32.0
290,34,10,1704.0,709.0,174.0,165.0,car,3.2015621187164243,26.0
291,34,4,1616.0,344.0,95.0,93.0,car,0.0,32.0
292,34,2,674.0,390.0,131.0,96.0,car,1.118033988749895,32.0
293,34,8,348.0,385.0,213.0,265.0,car,0.5,32.0
294,34,5,840.0,305.0,102.0,75.0,car,0.5,32.0
295,34,6,172.0,461.0,113.0,105.0,car,0.5,32.0
296,35,3,1687.0,406.0,115.0,95.0,car,0.5,33.0
297,35,6,172.0,461.0,113.0,104.0,car,0.5,33.0
298,35,9,918.0,47.0,52.0,73.0,car,0.5,33.0
299,35,10,1692.0,704.0,180.0,166.0,car,10.062305898749054,27.0
300,35,11,818.0,383.0,230.0,205.0,car,80.29476944359452,14.0
301,35,5,841.0,307.0,101.0,74.0,car,1.5811388300841898,33.0
302,35,1,1787.0,457.0,132.0,98.0,car,0.5,33.0
303,35,2,673.0,391.0,133.0,97.0,car,1.5,33.0
304,35,8,346.0,386.0,214.0,265.0,car,1.8027756377319946,33.0
305,35,4,1616.0,344.0,95.0,93.0,car,0.0,33.0
306,36,11,818.0,385.0,237.0,211.0,car,6.103277807866851,15.0
307,36,5,841.0,309.0,100.0,74.0,car,2.0615528128088303,34.0
308,36,3,1687.0,406.0,114.0,95.0,car,0.5,34.0
309,36,8,345.0,385.0,215.0,267.0,car,0.5,34.0
310,36,10,1683.0,699.0,179.0,162.0,car,11.800423721205947,28.0
311,36,1,1786.0,457.0,133.0,98.0,car,0.5,34.0
312,36,9,918.0,46.0,53.0,73.0,car,1.118033988749895,34.0
313,36,6,173.0,461.0,113.0,104.0,car,1.0,34.0
314,36,2,674.0,392.0,133.0,98.0,car,1.8027756377319946,34.0
315,36,4,1616.0,344.0,95.0,93.0,car,0.0,34.0
316,37,1,1786.0,457.0,133.0,98.0,car,0.0,35.0
317,37,3,1687.0,406.0,114.0,94.0,car,0.5,35.0
318,37,8,345.0,385.0,215.0,267.0,car,0.0,35.0
319,37,4,1616.0,344.0,95.0,93.0,car,0.0,35.0
320,37,10,1678.0,698.0,182.0,159.0,car,4.301162633521313,29.0
321,37,9,918.0,45.0,52.0,74.0,car,0.7071067811865476,35.0
322,37,5,841.0,310.0,100.0,73.0,car,0.5,35.0
323,37,6,173.0,461.0,113.0,104.0,car,0.0,35.0
324,37,2,674.0,393.0,133.0,97.0,car,0.5,35.0
325,38,2,674.0,394.0,135.0,98.0,car,1.8027756377319946,36.0
326,38,3,1687.0,406.0,114.0,94.0,car,0.0,36.0
327,38,4,1616.0,344.0,94.0,92.0,car,0.7071067811865476,36.0
328,38,5,841.0,311.0,101.0,75.0,car,2.0615528128088303,36.0
329,38,6,173.0,461.0,112.0,104.0,car,0.5,36.0
330,38,9,918.0,45.0,52.0,74.0,car,0.0,36.0
331,38,10,1667.0,688.0,189.0,164.0,car,10.606601717798213,30.0
332,38,8,344.0,385.0,215.0,268.0,car,1.118033988749895,36.0
333,38,1,1786.0,456.0,133.0,99.0,car,0.5,36.0
334,39,9,918.0,45.0,52.0,74.0,car,0.0,37.0
335,39,8,342.0,386.0,217.0,270.0,car,2.23606797749979,37.0
336,39,2,675.0,396.0,135.0,98.0,car,2.23606797749979,37.0
337,39,3,1687.0,406.0,115.0,94.0,car,0.5,37.0
338,39,10,1653.0,675.0,200.0,171.0,car,12.747548783981962,31.0
339,39,4,1616.0,344.0,94.0,92.0,car,0.0,37.0
340,39,6,173.0,461.0,113.0,104.0,car,0.5,37.0
341,39,5,841.0,313.0,102.0,76.0,car,2.5495097567963922,37.0
342,39,1,1786.0,457.0,133.0,99.0,car,1.0,37.0
343,40,8,339.0,386.0,219.0,272.0,car,2.23606797749979,38.0
344,40,9,918.0,45.0,51.0,73.0,car,0.7071067811865476,38.0
345,40,6,173.0,461.0,112.0,104.0,car,0.5,38.0
346,40,4,1616.0,344.0,94.0,92.0,car,0.0,38.0
347,40,5,841.0,316.0,102.0,75.0,car,2.5,38.0
348,40,3,1687.0,406.0,115.0,95.0,car,0.5,38.0
349,40,10,1644.0,670.0,200.0,169.0,car,10.816653826391969,32.0
350,40,2,674.0,398.0,136.0,100.0,car,3.0413812651491097,38.0
351,40,1,1786.0,457.0,133.0,99.0,car,0.0,38.0
352,41,2,673.0,399.0,137.0,101.0,car,1.5811388300841898,39.0
353,41,5,842.0,317.0,102.0,75.0,car,1.4142135623730951,39.0
354,41,4,1616.0,344.0,94.0,92.0,car,0.0,39.0
355,41,3,1687.0,406.0,115.0,95.0,car,0.0,39.0
356,41,8,338.0,386.0,220.0,273.0,car,0.7071067811865476,39.0
357,41,10,1640.0,668.0,202.0,169.0,car,3.605551275463989,33.0
358,41,1,1786.0,457.0,133.0,99.0,car,0.0,39.0
359,41,6,174.0,461.0,112.0,104.0,car,1.0,39.0
360,41,9,918.0,45.0,51.0,73.0,car,0.0,39.0
361,42,3,1687.0,406.0,115.0,95.0,car,0.0,40.0
362,42,5,842.0,317.0,104.0,76.0,car,1.118033988749895,40.0
363,42,9,918.0,45.0,51.0,73.0,car,0.0,40.0
364,42,4,1616.0,344.0,94.0,92.0,car,0.0,40.0
365,42,1,1785.0,457.0,134.0,100.0,car,0.7071067811865476,40.0
366,42,8,337.0,386.0,220.0,274.0,car,1.118033988749895,40.0
367,42,2,675.0,400.0,136.0,100.0,car,1.5811388300841898,40.0
368,42,10,1637.0,669.0,195.0,161.0,car,7.158910531638177,34.0
369,42,6,174.0,461.0,112.0,104.0,car,0.0,40.0
370,43,10,1629.0,668.0,192.0,156.0,car,10.124228365658293,35.0
371,43,4,1616.0,344.0,94.0,92.0,car,0.0,41.0
372,43,5,843.0,319.0,103.0,76.0,car,2.0615528128088303,41.0
373,43,3,1687.0,406.0,115.0,95.0,car,0.0,41.0
374,43,9,918.0,46.0,50.0,71.0,car,0.5,41.0
375,43,1,1785.0,457.0,134.0,100.0,car,0.0,41.0
376,43,8,336.0,387.0,221.0,274.0,car,1.118033988749895,41.0
377,43,2,676.0,403.0,134.0,98.0,car,2.0,41.0
378,43,6,174.0,461.0,112.0,104.0,car,0.0,41.0
379,44,4,1616.0,344.0,94.0,92.0,car,0.0,42.0
380,44,6,174.0,461.0,112.0,104.0,car,0.0,42.0
381,44,10,1622.0,664.0,192.0,154.0,car,8.602325267042627,36.0
382,44,8,335.0,388.0,222.0,275.0,car,1.5811388300841898,42.0
383,44,9,918.0,46.0,50.0,71.0,car,0.0,42.0
384,44,5,844.0,320.0,102.0,76.0,car,1.118033988749895,42.0
385,44,2,677.0,405.0,133.0,98.0,car,2.0615528128088303,42.0
386,44,1,1785.0,457.0,134.0,100.0,car,0.0,42.0
387,44,3,1687.0,406.0,115.0,95.0,car,0.0,42.0
388,45,5,843.0,322.0,104.0,76.0,car,2.0,43.0
389,45,8,333.0,388.0,224.0,278.0,car,1.8027756377319946,43.0
390,45,10,1613.0,659.0,192.0,152.0,car,10.816653826391969,37.0
391,45,2,677.0,407.0,134.0,99.0,car,2.5495097567963922,43.0
392,45,6,174.0,461.0,113.0,105.0,car,0.7071067811865476,43.0
393,45,4,1616.0,344.0,94.0,92.0,car,0.0,43.0
394,45,1,1786.0,457.0,133.0,99.0,car,0.7071067811865476,43.0
395,45,9,918.0,45.0,50.0,71.0,car,1.0,43.0
396,45,3,1687.0,406.0,115.0,95.0,car,0.0,43.0
397,46,6,174.0,461.0,113.0,105.0,car,0.0,44.0
398,46,8,332.0,388.0,225.0,279.0,car,0.7071067811865476,44.0
399,46,2,677.0,408.0,135.0,99.0,car,1.118033988749895,44.0
400,46,1,1786.0,457.0,133.0,99.0,car,0.0,44.0
401,46,9,918.0,45.0,50.0,71.0,car,0.0,44.0
402,46,10,1609.0,657.0,194.0,152.0,car,3.605551275463989,38.0
403,46,5,843.0,322.0,104.0,77.0,car,0.5,44.0
404,46,3,1687.0,405.0,115.0,95.0,car,1.0,44.0
405,46,4,1616.0,344.0,94.0,92.0,car,0.0,44.0
406,47,6,174.0,461.0,113.0,105.0,car,0.0,45.0
407,47,8,330.0,387.0,227.0,281.0,car,1.0,45.0
408,47,10,1603.0,653.0,192.0,150.0,car,8.602325267042627,39.0
